Top_K,Level,Metrics_All,Metrics_Filtered,Excluded_Zero_Arc
3,5,"{'MRR': '0.61764', 'Hits@1': '0.50218', 'Hits@5': '0.75546', 'Hits@10': '0.83406', 'Hits@20': '0.87118', 'Hits@50': '0.90393', 'Hits@100': '0.91485', 'Hits@200': '0.92358'}","{'MRR': '0.63068', 'Hits@1': '0.50278', 'Hits@5': '0.78056', 'Hits@10': '0.88056', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
3,6,"{'MRR': '0.61764', 'Hits@1': '0.50218', 'Hits@5': '0.75546', 'Hits@10': '0.83406', 'Hits@20': '0.87118', 'Hits@50': '0.90393', 'Hits@100': '0.91485', 'Hits@200': '0.92358'}","{'MRR': '0.63068', 'Hits@1': '0.50278', 'Hits@5': '0.78056', 'Hits@10': '0.88056', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
5,0,"{'MRR': '0.61426', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.81441', 'Hits@20': '0.84279', 'Hits@50': '0.85808', 'Hits@100': '0.86026', 'Hits@200': '0.86026'}","{'MRR': '0.62194', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.83611', 'Hits@20': '0.87222', 'Hits@50': '0.89167', 'Hits@100': '0.89444', 'Hits@200': '0.89444'}",98
5,1,"{'MRR': '0.62055', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.84716', 'Hits@20': '0.88646', 'Hits@50': '0.91485', 'Hits@100': '0.92795', 'Hits@200': '0.93450'}","{'MRR': '0.62994', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96389', 'Hits@100': '0.98056', 'Hits@200': '0.98889'}",98
5,2,"{'MRR': '0.62070', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.84716', 'Hits@20': '0.88646', 'Hits@50': '0.91921', 'Hits@100': '0.93013', 'Hits@200': '0.93886'}","{'MRR': '0.63013', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
5,3,"{'MRR': '0.62070', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.84716', 'Hits@20': '0.88646', 'Hits@50': '0.91921', 'Hits@100': '0.93013', 'Hits@200': '0.93886'}","{'MRR': '0.63013', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
5,4,"{'MRR': '0.62070', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.84716', 'Hits@20': '0.88646', 'Hits@50': '0.91921', 'Hits@100': '0.93013', 'Hits@200': '0.93886'}","{'MRR': '0.63013', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
5,5,"{'MRR': '0.62070', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.84716', 'Hits@20': '0.88646', 'Hits@50': '0.91921', 'Hits@100': '0.93013', 'Hits@200': '0.93886'}","{'MRR': '0.63013', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
5,6,"{'MRR': '0.62070', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.84716', 'Hits@20': '0.88646', 'Hits@50': '0.91921', 'Hits@100': '0.93013', 'Hits@200': '0.93886'}","{'MRR': '0.63013', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92778', 'Hits@50': '0.96944', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
10,0,"{'MRR': '0.62191', 'Hits@1': '0.50218', 'Hits@5': '0.76638', 'Hits@10': '0.86463', 'Hits@20': '0.90175', 'Hits@50': '0.92140', 'Hits@100': '0.93013', 'Hits@200': '0.93013'}","{'MRR': '0.62868', 'Hits@1': '0.50278', 'Hits@5': '0.77500', 'Hits@10': '0.87778', 'Hits@20': '0.92500', 'Hits@50': '0.95000', 'Hits@100': '0.96111', 'Hits@200': '0.96111'}",98
