Top_K,Level,Metrics_All,Metrics_Filtered,Excluded_Zero_Arc
10,4,"{'MRR': '0.56392', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.87336', 'Hits@50': '0.91703', 'Hits@100': '0.93886', 'Hits@200': '0.94760'}","{'MRR': '0.57138', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.90000', 'Hits@50': '0.95556', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
10,5,"{'MRR': '0.56392', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.87336', 'Hits@50': '0.91703', 'Hits@100': '0.93886', 'Hits@200': '0.94760'}","{'MRR': '0.57138', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.90000', 'Hits@50': '0.95556', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
10,6,"{'MRR': '0.56392', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.87336', 'Hits@50': '0.91703', 'Hits@100': '0.93886', 'Hits@200': '0.94760'}","{'MRR': '0.57138', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.90000', 'Hits@50': '0.95556', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
20,0,"{'MRR': '0.56436', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.88428', 'Hits@50': '0.92140', 'Hits@100': '0.93450', 'Hits@200': '0.94105'}","{'MRR': '0.57054', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.89444', 'Hits@50': '0.94167', 'Hits@100': '0.95833', 'Hits@200': '0.96667'}",98
20,1,"{'MRR': '0.56487', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.88428', 'Hits@50': '0.93231', 'Hits@100': '0.95415', 'Hits@200': '0.96288'}","{'MRR': '0.57119', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.89444', 'Hits@50': '0.95556', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
20,2,"{'MRR': '0.56487', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.88428', 'Hits@50': '0.93231', 'Hits@100': '0.95415', 'Hits@200': '0.96288'}","{'MRR': '0.57119', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.89444', 'Hits@50': '0.95556', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
20,3,"{'MRR': '0.56487', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.88428', 'Hits@50': '0.93231', 'Hits@100': '0.95415', 'Hits@200': '0.96288'}","{'MRR': '0.57119', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.89444', 'Hits@50': '0.95556', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
20,4,"{'MRR': '0.56487', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.88428', 'Hits@50': '0.93231', 'Hits@100': '0.95415', 'Hits@200': '0.96288'}","{'MRR': '0.57119', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.89444', 'Hits@50': '0.95556', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
20,5,"{'MRR': '0.56487', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.88428', 'Hits@50': '0.93231', 'Hits@100': '0.95415', 'Hits@200': '0.96288'}","{'MRR': '0.57119', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.89444', 'Hits@50': '0.95556', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
20,6,"{'MRR': '0.56487', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.88428', 'Hits@50': '0.93231', 'Hits@100': '0.95415', 'Hits@200': '0.96288'}","{'MRR': '0.57119', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.89444', 'Hits@50': '0.95556', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
50,0,"{'MRR': '0.56528', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.88428', 'Hits@50': '0.94978', 'Hits@100': '0.96725', 'Hits@200': '0.97817'}","{'MRR': '0.57103', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.89444', 'Hits@50': '0.95556', 'Hits@100': '0.97778', 'Hits@200': '0.99167'}",98
50,1,"{'MRR': '0.56532', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.88428', 'Hits@50': '0.94978', 'Hits@100': '0.97162', 'Hits@200': '0.98035'}","{'MRR': '0.57108', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.89444', 'Hits@50': '0.95556', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
50,2,"{'MRR': '0.56532', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.88428', 'Hits@50': '0.94978', 'Hits@100': '0.97162', 'Hits@200': '0.98035'}","{'MRR': '0.57108', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.89444', 'Hits@50': '0.95556', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
50,3,"{'MRR': '0.56532', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.88428', 'Hits@50': '0.94978', 'Hits@100': '0.97162', 'Hits@200': '0.98035'}","{'MRR': '0.57108', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.89444', 'Hits@50': '0.95556', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
50,4,"{'MRR': '0.56532', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.88428', 'Hits@50': '0.94978', 'Hits@100': '0.97162', 'Hits@200': '0.98035'}","{'MRR': '0.57108', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.89444', 'Hits@50': '0.95556', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
50,5,"{'MRR': '0.56532', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.88428', 'Hits@50': '0.94978', 'Hits@100': '0.97162', 'Hits@200': '0.98035'}","{'MRR': '0.57108', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.89444', 'Hits@50': '0.95556', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
50,6,"{'MRR': '0.56532', 'Hits@1': '0.44105', 'Hits@5': '0.71179', 'Hits@10': '0.81659', 'Hits@20': '0.88428', 'Hits@50': '0.94978', 'Hits@100': '0.97162', 'Hits@200': '0.98035'}","{'MRR': '0.57108', 'Hits@1': '0.44444', 'Hits@5': '0.71944', 'Hits@10': '0.82778', 'Hits@20': '0.89444', 'Hits@50': '0.95556', 'Hits@100': '0.98333', 'Hits@200': '0.99444'}",98
