Top_K,Level,Metrics_All,Metrics_Filtered,Excluded_Zero_Arc
10,3,"{'MRR': '0.62127', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.94323', 'Hits@100': '0.96288', 'Hits@200': '0.96725'}","{'MRR': '0.61479', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.93056', 'Hits@50': '0.96389', 'Hits@100': '0.98889', 'Hits@200': '0.99444'}",98
10,4,"{'MRR': '0.62127', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.94323', 'Hits@100': '0.96288', 'Hits@200': '0.96725'}","{'MRR': '0.61479', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.93056', 'Hits@50': '0.96389', 'Hits@100': '0.98889', 'Hits@200': '0.99444'}",98
10,5,"{'MRR': '0.62127', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.94323', 'Hits@100': '0.96288', 'Hits@200': '0.96725'}","{'MRR': '0.61479', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.93056', 'Hits@50': '0.96389', 'Hits@100': '0.98889', 'Hits@200': '0.99444'}",98
10,6,"{'MRR': '0.62127', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.94323', 'Hits@100': '0.96288', 'Hits@200': '0.96725'}","{'MRR': '0.61479', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.93056', 'Hits@50': '0.96389', 'Hits@100': '0.98889', 'Hits@200': '0.99444'}",98
20,0,"{'MRR': '0.62113', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.93886', 'Hits@100': '0.94978', 'Hits@200': '0.95633'}","{'MRR': '0.61424', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.92500', 'Hits@50': '0.95278', 'Hits@100': '0.96667', 'Hits@200': '0.97500'}",98
20,1,"{'MRR': '0.62148', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.94541', 'Hits@100': '0.96725', 'Hits@200': '0.97162'}","{'MRR': '0.61468', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.92500', 'Hits@50': '0.96111', 'Hits@100': '0.98889', 'Hits@200': '0.99444'}",98
20,2,"{'MRR': '0.62147', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.94541', 'Hits@100': '0.96725', 'Hits@200': '0.97162'}","{'MRR': '0.61467', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.92500', 'Hits@50': '0.96111', 'Hits@100': '0.98889', 'Hits@200': '0.99444'}",98
20,3,"{'MRR': '0.62147', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.94541', 'Hits@100': '0.96725', 'Hits@200': '0.97162'}","{'MRR': '0.61467', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.92500', 'Hits@50': '0.96111', 'Hits@100': '0.98889', 'Hits@200': '0.99444'}",98
20,4,"{'MRR': '0.62147', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.94541', 'Hits@100': '0.96725', 'Hits@200': '0.97162'}","{'MRR': '0.61467', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.92500', 'Hits@50': '0.96111', 'Hits@100': '0.98889', 'Hits@200': '0.99444'}",98
20,5,"{'MRR': '0.62147', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.94541', 'Hits@100': '0.96725', 'Hits@200': '0.97162'}","{'MRR': '0.61467', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.92500', 'Hits@50': '0.96111', 'Hits@100': '0.98889', 'Hits@200': '0.99444'}",98
20,6,"{'MRR': '0.62147', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.94541', 'Hits@100': '0.96725', 'Hits@200': '0.97162'}","{'MRR': '0.61467', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.92500', 'Hits@50': '0.96111', 'Hits@100': '0.98889', 'Hits@200': '0.99444'}",98
50,0,"{'MRR': '0.62175', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.95852', 'Hits@100': '0.97162', 'Hits@200': '0.98035'}","{'MRR': '0.61453', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.92500', 'Hits@50': '0.96111', 'Hits@100': '0.97778', 'Hits@200': '0.98889'}",98
50,1,"{'MRR': '0.62182', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.95852', 'Hits@100': '0.97817', 'Hits@200': '0.98472'}","{'MRR': '0.61462', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.92500', 'Hits@50': '0.96111', 'Hits@100': '0.98611', 'Hits@200': '0.99444'}",98
50,2,"{'MRR': '0.62182', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.95852', 'Hits@100': '0.97817', 'Hits@200': '0.98472'}","{'MRR': '0.61462', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.92500', 'Hits@50': '0.96111', 'Hits@100': '0.98611', 'Hits@200': '0.99444'}",98
50,3,"{'MRR': '0.62182', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.95852', 'Hits@100': '0.97817', 'Hits@200': '0.98472'}","{'MRR': '0.61462', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.92500', 'Hits@50': '0.96111', 'Hits@100': '0.98611', 'Hits@200': '0.99444'}",98
50,4,"{'MRR': '0.62182', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.95852', 'Hits@100': '0.97817', 'Hits@200': '0.98472'}","{'MRR': '0.61462', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.92500', 'Hits@50': '0.96111', 'Hits@100': '0.98611', 'Hits@200': '0.99444'}",98
50,5,"{'MRR': '0.62182', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.95852', 'Hits@100': '0.97817', 'Hits@200': '0.98472'}","{'MRR': '0.61462', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.92500', 'Hits@50': '0.96111', 'Hits@100': '0.98611', 'Hits@200': '0.99444'}",98
50,6,"{'MRR': '0.62182', 'Hits@1': '0.49563', 'Hits@5': '0.79258', 'Hits@10': '0.88428', 'Hits@20': '0.91703', 'Hits@50': '0.95852', 'Hits@100': '0.97817', 'Hits@200': '0.98472'}","{'MRR': '0.61462', 'Hits@1': '0.48056', 'Hits@5': '0.79444', 'Hits@10': '0.88889', 'Hits@20': '0.92500', 'Hits@50': '0.96111', 'Hits@100': '0.98611', 'Hits@200': '0.99444'}",98
